ibge7,mun,nome_meso,tot_f_meio_sm,tot_f_rdpc_154,n_f_PBF,tot_benf_PBF,ex_cinema,ex_bib,n_bib,tx_criancas_EF_adeq,tx_adol_EM_adeq,tx_EJA_EF_15m,tx_EJA_EM_18m,tx_esc_0_3,tx_esc_15_17,n_esp_mun,popul,percent_5,percent_6_17,percent_65,transf_pc_PBF,n_emp_formal,rdpc_formal,tx_mort,tx_mort_homicidio,tx_mort_homicidio_15_29,prop_priv_saude,percent_esgoto,percent_lixo
3145406,Olaria,Zona da Mata,300,159,154,"14,26",N?o,Sim,1,"80,5","71,7",0,0,0,"87,2",5,1893,7,19,11,"12,93",277,"191,91","9,51","52,83",0,"2,69",,
3145455,Olhos D' ?gua,Norte de Minas,1241,1061,778,"6,93",N?o,,,"86,1","58,2","2,8","2,9","29,4","81,5",4,5878,8,21,8,"29,6",826,"175,59","5,95",0,0,"2,04",,
3145505,Ol?mpio Noronha,Sul/Sudoeste de Minas,436,254,229,"29,5",N?o,,,"70,5","71,4","0,9","0,9","0,8","93,3",5,2743,7,19,11,"14,5",414,"234,75","7,66",0,0,"16,92",,
3145604,Oliveira,Oeste de Minas,3551,1723,1698,"18,84",Sim,Sim,1,"70,5","55,4",1,"1,1","26,9","68,4",5,41739,8,21,8,"7,03",8834,"318,44","7,12","14,38","35,33","22,86",,
3145703,Oliveira Fortes,Zona da Mata,218,154,127,"10,39",N?o,Sim,1,"58,1","43,7",0,0,"15,2","52,5",1,2182,7,20,11,"7,87",190,"122,46","7,33",0,0,"4,45",,100
3145802,On?a do Pitangui,Metropolitana de Belo Horizonte,368,135,163,"5,89",N?o,Sim,1,"80,5",63,"2,6","2,8","23,5","80,4",8,3186,8,22,10,"6,79",434,"232,83","7,85",0,0,"5,46",,
3145851,Orat?rios,Zona da Mata,592,281,239,"3,69",N?o,Sim,1,"76,1","40,2","2,2","1,5","33,8","83,2",3,4698,8,21,10,"8,02",544,163,"7,66",0,0,"8,22",,100
3145877,Oriz?nia,Zona da Mata,1660,1154,1019,"8,26",N?o,Sim,1,86,"49,4","1,1","0,9","15,4","69,9",4,7891,8,21,9,"17,8",367,"66,68","5,2","12,67",0,"2,33",,
3145901,Ouro Branco,Metropolitana de Belo Horizonte,2205,819,692,"12,56",N?o,Sim,1,72,"54,3","5,1","4,8","42,5","93,5",20,38601,8,20,8,"2,53",11646,"856,51","5,18","12,95","19,16","47,86",,
3146008,Ouro Fino,Sul/Sudoeste de Minas,1008,368,529,"27,26",N?o,Sim,1,67,47,"12,6","13,2","23,8","61,1",18,33557,8,21,8,"2,14",5690,"275,46","8,4","2,98","10,98","11,79",,
3146107,Ouro Preto,Metropolitana de Belo Horizonte,6153,3889,3373,"11,55",Sim,Sim,1,"80,9","75,5","1,8","1,8","34,4",100,2,74356,7,19,8,"7,95",18901,"734,01","5,88","5,38",0,"31,83",,
3146206,Ouro Verde de Minas,Vale do Mucuri,1446,1228,982,"22,75",N?o,,,100,"65,8","1,5","1,6","9,7","96,1",3,6118,8,22,9,"28,51",311,"71,91","10,79",0,0,"2,66",,
3146255,Padre Carvalho,Norte de Minas,1308,1046,786,"14,11",N?o,Sim,1,"97,9",59,"0,2","0,2","0,6",81,6,6295,8,21,8,"31,4",588,"112,18","6,51","31,77",0,"1,21",,
3146305,Padre Para?so,Jequitinhonha,4077,3250,3027,"61,22",N?o,Sim,1,"80,8","50,9","1,8","1,8",25,"88,2",5,20076,8,21,9,"33,8",1158,"77,47","7,67","24,91","19,44","2,81",,
3146404,Paineiras,Central Mineira,436,236,211,"20,23",N?o,Sim,1,"58,6","57,2","0,9","0,9",24,"71,4",3,4663,7,21,10,"5,31",538,"163,14","9,01","21,45",0,"8,9",,
3146503,Pains,Oeste de Minas,725,378,327,"23,74",Sim,Sim,1,"64,9","49,6","1,6","1,6","31,2","60,6",6,8371,8,21,9,"6,59",2017,"422,18","7,05",0,0,"16,21",,100
3146552,Pai Pedro,Norte de Minas,1095,702,813,"9,8",N?o,Sim,1,"94,3","71,4","1,3","1,4","52,3","85,6",3,6173,8,21,9,"18,48",456,"93,01","6,16","48,6","192,47","0,24",,
3146602,Paiva,Zona da Mata,199,117,125,"10,71",N?o,,,"60,1","42,8","0,8","0,8","21,5","57,9",5,1580,7,20,11,"10,24",171,"142,15","12,66",0,0,"2,91",,
3146701,Palma,Zona da Mata,1114,818,744,"24,36",N?o,Sim,1,"57,6","43,5",1,"1,1","27,1","54,2",1,6750,7,21,9,"19,18",642,"120,58","10,52",0,0,"4,01",,100
3146750,Palm?polis,Jequitinhonha,1533,1233,1117,"33,49",N?o,Sim,1,"88,6","47,8","3,1","3,2","1,2","83,9",5,6280,8,21,10,"29,09",325,"63,9","6,53","47,77","126,62","0,32",,
3146909,Papagaios,Metropolitana de Belo Horizonte,1822,877,1024,"33,63",N?o,Sim,1,"82,8","57,4","2,4","2,5","25,4","77,5",7,15398,8,20,9,"8,78",2984,"262,66","7,01","77,93","151,78","7,12",95,
3147006,Paracatu,Noroeste de Minas,6129,2574,2606,"26,23",Sim,Sim,1,95,"68,9","2,5","2,4","22,6","87,8",9,91724,8,19,8,"4,12",21484,"541,57","5,31","62,14","151,2","19,71",90,
3147105,Par? de Minas,Metropolitana de Belo Horizonte,4949,1541,2069,"17,05",Sim,Sim,1,81,"58,7","2,6","2,6","42,8",82,37,91969,7,19,8,"3,13",25769,"469,71","6,19","22,83","40,71","29,97",80,100
3147204,Paragua?u,Sul/Sudoeste de Minas,1832,933,967,"18,77",N?o,Sim,1,"70,3","54,5","0,8","0,8","32,6","68,1",9,21486,8,20,9,"6,98",4396,"294,98","7,59","23,27","71,77","15,61",,
3147303,Parais?polis,Sul/Sudoeste de Minas,1767,1101,889,"22,69",N?o,Sim,1,"70,5","57,8","1,1","1,1","7,2","78,3",7,20850,8,21,9,"6,8",4173,"350,64","6,47",0,0,"22,98",,100
3147402,Paraopeba,Metropolitana de Belo Horizonte,2444,1564,1343,"26,79",N?o,Sim,1,"79,3","62,6","2,5","2,3","21,1","85,6",3,24273,8,20,9,"8,63",5165,"315,24","6,1","20,6","31,79","16,9",,
3147501,Passab?m,Metropolitana de Belo Horizonte,260,150,133,"9,28",N?o,,,"81,8","74,7","2,9","3,1","17,3","90,5",3,1742,7,19,11,"11,84",118,"85,16","8,61",0,0,"5,34",,
3147600,Passa Quatro,Sul/Sudoeste de Minas,1155,448,582,"17,83",N?o,Sim,2,69,"56,8","1,4","1,4","14,5","72,1",5,16413,8,21,9,"4,51",3029,"296,92","9,14",0,0,"27,61",,100
3147709,Passa Tempo,Oeste de Minas,508,171,229,"14,36",N?o,Sim,1,"57,7","48,4","1,3","1,4","4,1","60,1",2,8336,7,21,9,"3,93",1130,"212,97","9,96",0,0,"10,63",,100
3147808,Passa Vinte,Sul/Sudoeste de Minas,211,142,127,10,N?o,,,65,"29,8","1,5","1,2","18,9","59,6",3,2108,7,20,10,"8,75",260,"179,52","3,8","47,44",0,"4,74",,100
3147907,Passos,Sul/Sudoeste de Minas,7702,3661,3499,"19,54",Sim,Sim,1,"76,7",63,"1,5","1,5","23,6","75,7",29,113807,8,19,8,"3,86",23644,"346,69","6,73","5,27",0,"20,85",70,
3147956,Patis,Norte de Minas,1411,1135,939,"5,9",N?o,Sim,2,"84,3","66,8","3,7","3,9","47,2","85,1",7,5946,8,21,9,"34,84",373,"99,43","4,37","16,82",0,"0,45",,100
3148004,Patos de Minas,Triangulo Mineiro/Alto Paranaiba,7181,2715,2631,"17,64",Sim,Sim,1,"76,2","63,5","1,6","1,6","30,5","84,6",35,149856,7,19,8,"2,15",39514,"511,14","6,54","14,01","25,27","19,45",,
3148103,Patroc?nio,Triangulo Mineiro/Alto Paranaiba,8547,4152,3518,"16,17",N?o,Sim,1,"84,2","63,5","2,2","2,3","37,1","83,3",26,89333,7,19,8,"5,21",21192,"419,17","6,1","30,22","62,94","14,65","96,6",
3148202,Patroc?nio do Muria?,Zona da Mata,632,403,322,"12,67",N?o,Sim,1,"55,7","45,7","1,4","1,3","26,8","74,7",5,5649,8,21,9,"9,11",726,"190,2","8,5",0,0,"6,09",,
3148301,Paula C?ndido,Zona da Mata,1400,983,833,"21,13",N?o,Sim,1,"70,1","48,3",2,2,"13,3","68,1",4,9676,8,21,9,"12,52",773,"92,21","8,37","10,33",0,"4,72",,100
3148400,Paulistas,Vale do Rio Doce,756,566,538,"16,43",N?o,Sim,1,93,"80,4","1,4","1,4","19,9","94,3",2,4990,8,21,10,"23,75",432,"112,31","5,61",0,0,"4,31",,
3148509,Pav?o,Vale do Mucuri,1539,1235,1087,"37,09",N?o,Sim,1,"76,3","46,6","2,8","2,9","10,5","70,1",2,8724,8,21,9,"23,44",567,"95,59","7,34","22,93",0,"4,17",,
3148608,Pe?anha,Vale do Rio Doce,2819,2054,1997,"38,89",N?o,Sim,1,"76,3","53,4","1,1","1,2","5,8","67,6",4,17854,8,21,9,"19,04",1246,"91,28","6,27","39,21","109,36","5,97",,
3148707,Pedra Azul,Jequitinhonha,4691,3809,3431,"54,5",N?o,Sim,1,"83,3","56,8","1,9","1,9","27,7","81,9",6,24717,8,21,9,"26,58",2067,"134,35","6,76","16,18","31,36","7,01",100,
3148756,Pedra Bonita,Zona da Mata,1684,1577,1220,"4,54",N?o,Sim,1,"98,4","58,4","0,5","0,4","21,3","78,8",4,7085,8,21,8,"27,84",257,"47,97","3,81","42,34","54,88","0,31",,100
3148806,Pedra do Anta,Zona da Mata,715,584,503,"11,53",N?o,,,71,47,"1,1","1,1","1,2","65,5",4,3304,8,21,10,"24,87",308,"144,81","6,96",0,0,"3,54",,
3148905,Pedra do Indai?,Oeste de Minas,410,223,195,"10,68",N?o,Sim,1,"67,2","44,9","0,4","0,5","17,3","58,7",6,4028,8,20,10,"7,05",954,"349,41","8,44",0,0,"37,86",,
3149002,Pedra Dourada,Zona da Mata,433,277,262,"9,82",N?o,,,100,"83,6","2,9","2,8","28,6",100,5,2427,7,19,11,"16,94",226,"127,89","4,94",0,0,"2,27",90,
3149101,Pedralva,Sul/Sudoeste de Minas,1349,832,719,"21,98",N?o,Sim,1,"68,2","59,2","2,4","2,4","2,5","80,9",2,11596,8,21,9,"9,23",1170,"137,43","6,73",0,0,"14,3",92,
3149150,Pedras de Maria da Cruz,Norte de Minas,2126,1673,1539,"12,04",N?o,Sim,1,"77,8","44,9","0,9","0,8","18,6","65,1",4,11297,8,21,9,"28,86",634,"74,22","5,13","26,56",0,"0,39",,
3149200,Pedrin?polis,Triangulo Mineiro/Alto Paranaiba,379,239,196,"37,24",N?o,Sim,1,"73,8","56,3","0,6","0,7","48,8","72,7",4,3661,7,21,10,"10,37",736,"347,9","6,83",0,0,"7,32",98,100
3149309,Pedro Leopoldo,Metropolitana de Belo Horizonte,3983,2096,1772,"14,93",Sim,Sim,1,"75,1","54,2","1,6","1,6","35,1","78,3",8,63406,8,20,8,"3,89",14477,"491,73","6,02","18,93","48,05","29,02",,100
3149408,Pedro Teixeira,Zona da Mata,352,269,238,"13,17",N?o,Sim,1,"79,2","69,3","0,8","0,9","2,5","81,5",,1842,7,20,11,"19,06",126,"85,32","3,8",0,0,"1,25",,
3149507,Pequeri,Zona da Mata,236,115,108,"12,92",N?o,Sim,1,"63,5","34,4","3,1","1,9","27,2","65,8",4,3335,8,21,10,"5,08",684,"264,29","4,2",0,0,"15,62",,100
3149606,Pequi,Metropolitana de Belo Horizonte,566,309,272,"17,36",N?o,Sim,1,"65,6","45,5",1,1,"35,6","68,2",5,4369,8,20,10,"9,02",577,"193,11","6,64",0,0,"6,61",,
3149705,Perdig?o,Oeste de Minas,460,235,209,"12,75",Sim,Sim,1,79,"41,2","1,2",1,"47,7","61,3",5,10637,8,21,9,"3,13",2279,"397,45","6,3","65,81","181,42","27,38",,
3149804,Perdizes,Triangulo Mineiro/Alto Paranaiba,1195,423,413,"18,29",N?o,Sim,2,"84,8","50,7","0,7","0,8","66,6","68,6",11,15785,8,21,9,"3,46",3981,"460,67","4,94","38,01","49,26","6,7",100,100
3149903,Perd?es,Oeste de Minas,1864,887,639,"19,83",N?o,Sim,1,"71,4","57,8","0,7","0,7","16,5","67,8",3,21344,8,20,9,"3,75",4059,"306,26","5,81","18,74","72,06","12,35",,
3149952,Periquito,Vale do Rio Doce,1381,1073,887,"18,04",N?o,Sim,1,"90,2","61,7","2,1","2,1","82,7","87,8",6,7081,8,22,9,"24,97",714,"114,54","9,04","98,86","219,15","10,41",,
3150000,Pescador,Vale do Rio Doce,839,632,537,"18,4",N?o,,,"81,5","60,2","1,6","1,7","3,7","81,5",2,4302,7,22,10,"23,65",368,"127,22","7,9","23,25","93,97","3,02",,
3150109,Piau,Zona da Mata,322,182,168,"15,74",N?o,Sim,1,"65,7","27,5","1,3","1,4","0,8","50,6",2,2859,7,20,11,"8,45",206,"78,98","8,39",0,0,"10,04",,100
3150158,Piedade de Caratinga,Vale do Rio Doce,1923,1650,979,"18,15",N?o,Sim,1,"94,8","57,8","1,2","1,3","26,7","76,3",4,8130,8,21,9,"29,69",521,"87,32","6,77","12,3",0,"1,54",96,100
3150208,Piedade de Ponte Nova,Zona da Mata,562,320,315,"11,8",N?o,Sim,1,"73,4","48,6","0,5","0,6","28,1",64,2,4208,8,21,10,"12,65",609,"194,75","7,84",0,0,"9,98",,
3150307,Piedade do Rio Grande,Campo das Vertentes,519,244,223,"27,57",N?o,Sim,1,"64,1","59,2",0,0,"1,7","70,4",3,4703,7,22,10,"5,83",541,"147,78","7,02",0,0,"1,72",,85
3150406,Piedade dos Gerais,Metropolitana de Belo Horizonte,840,664,569,"11,54",Sim,Sim,1,"70,4","44,4","0,4","0,4","3,5","69,7",3,4954,8,21,10,"16,69",400,"120,52","3,84",0,0,"1,96",,100
3150505,Pimenta,Oeste de Minas,1078,702,480,"21,43",N?o,Sim,1,"67,7","45,8","0,5","0,5","10,7","61,6",7,8688,8,21,9,"10,35",1534,"269,56","5,18",0,0,"5,5",,
3150539,Pingo D' ?gua,Vale do Rio Doce,893,593,526,"6,26",N?o,Sim,1,"90,9","54,2","2,3","2,4","55,7","71,7",1,4832,8,21,10,"17,32",494,"111,84","8,9","41,39","167,15","13,78",,100
3150570,Pint?polis,Norte de Minas,1456,1042,981,"11,43",N?o,Sim,1,100,"58,2","0,8","0,8",18,"98,4",2,7563,8,21,9,"20,16",417,"70,08","3,44","13,22","51,08","0,4",,
3150604,Piracema,Oeste de Minas,557,184,157,"10,35",N?o,Sim,1,"61,2","53,6","1,7","1,8","14,6","75,4",2,6568,7,22,9,"2,85",679,"148,84","8,83",0,0,"5,76",,
3150703,Pirajuba,Triangulo Mineiro/Alto Paranaiba,604,415,307,"19,31",N?o,Sim,1,82,"44,8","3,1","3,3","40,1","60,9",5,5665,8,21,10,"8,54",2481,"1219,71","6,18","17,65","71,19","38,52",,100
3150802,Piranga,Zona da Mata,2418,1658,1486,"19,04",N?o,Sim,1,"70,7","50,1","0,7","0,7","5,7","67,1",2,17892,8,21,9,"12,93",1163,"99,28","6,99","5,59","21,72","2,13",,100
3150901,Pirangu?u,Sul/Sudoeste de Minas,608,292,387,"19,26",N?o,Sim,1,"69,1","43,9","2,2","2,1","13,2","67,5",5,5495,8,22,9,"10,45",499,"143,76","7,64","36,4","72,09","17,85",,100
3151008,Piranguinho,Sul/Sudoeste de Minas,806,380,382,"8,31",N?o,,,"78,1",62,0,0,"19,3","82,6",7,8553,8,21,9,"7,67",949,"146,49","6,66",0,0,"27,76",,100
3151107,Pirapetinga,Zona da Mata,1147,696,517,"27,17",N?o,Sim,1,"62,1","27,6",1,1,"39,9",48,4,10848,8,21,9,"7,18",2062,"315,96","8,2","27,65",0,"19,29",,
3151206,Pirapora,Norte de Minas,9289,6119,5027,"26,21",N?o,,,"81,1","58,5","2,5","2,5","29,8","83,5",4,56474,8,20,8,"13,59",12941,"399,75","6,59","54,89","155,51","13,62",,100
3151305,Pira?ba,Zona da Mata,1221,694,514,"25,52",N?o,Sim,1,76,"48,5","2,5","2,5",14,"68,9",3,11090,8,20,9,"7,17",1644,"190,95","7,12",0,0,"19,88",,100
3151404,Pitangui,Metropolitana de Belo Horizonte,2202,1268,1187,"19,2",N?o,Sim,1,"78,5","57,9","1,3","1,2","32,3","77,6",4,27495,8,21,9,"6,84",4255,"237,52","6,66","43,64","84,23","22,54",,
3151503,Piumhi,Oeste de Minas,3345,1933,1437,"27,13",Sim,Sim,1,"69,9",54,"2,7","2,7","41,8","68,9",6,34306,8,21,8,"6,08",7515,"320,37","6,44","5,83","10,75","10,79",99,
3151602,Planura,Triangulo Mineiro/Alto Paranaiba,1004,634,430,"16,62",N?o,Sim,1,"78,1","36,5",2,"1,9",29,"57,6",3,11656,8,20,9,"6,1",1269,"202,62","5,66","34,32","66,85","24,33",,
3151701,Po?o Fundo,Sul/Sudoeste de Minas,1133,497,646,"19,47",N?o,Sim,1,"66,2","44,4","0,6","0,5","18,2",57,5,16841,8,21,9,"5,78",1391,"108,8","6,18","5,94",0,"13,79",,100
3151800,Po?os de Caldas,Sul/Sudoeste de Minas,8681,3171,3354,"19,09",Sim,Sim,4,"72,6","57,8","1,8","1,8","50,7","79,7",68,164912,8,19,8,"2,91",49604,"637,83","6,54","5,46","13,79","47,14",,
3151909,Pocrane,Vale do Rio Doce,1678,1332,1194,"34,49",N?o,Sim,1,68,"56,3","1,5","1,6","12,3","65,5",8,8889,8,21,9,"17,19",438,"73,24","7,42","11,25",0,"1,57",,100
3152006,Pomp?u,Central Mineira,3076,1565,1522,"35,22",Sim,Sim,1,"82,8","55,7","1,5","1,5","32,9",72,17,31401,8,21,9,"6,71",5319,"282,73","6,59","54,14","73,78","9,76",,
3152105,Ponte Nova,Zona da Mata,5958,3385,3122,"23,9",N?o,Sim,1,73,"45,2","4,6","4,6","34,2",79,7,60188,8,20,8,"7,96",15697,"409,49","7,53","28,24","63,19","29,78",,
3152131,Ponto Chique,Norte de Minas,986,852,692,"5,63",N?o,,,"86,2","57,7","1,9",2,"55,2","83,3",2,4236,8,21,10,"38,79",418,"117,99","3,78",0,0,"0,33",,
3152170,Ponto dos Volantes,Jequitinhonha,1963,1399,1442,"14,01",N?o,Sim,1,100,"59,7","1,2","1,3","19,8","87,3",4,12078,8,21,9,"22,24",565,"56,42","6,54","24,84","64,55","1,42",,
3152204,Porteirinha,Norte de Minas,7820,5162,5183,"36,01",N?o,Sim,1,"78,4","60,8","1,9",2,"35,3","75,3",7,38730,8,21,8,"18,36",2407,"91,27","6,12","23,24","28,64","3,14",,
3152303,Porto Firme,Zona da Mata,2558,2402,1434,"15,37",N?o,Sim,1,"58,9","43,8",0,0,"9,8","59,8",5,11178,8,21,9,"35,74",563,"60,34","7,78",0,0,"1,72",,
3152402,Pot?,Vale do Mucuri,2519,1834,1808,"27,81",N?o,Sim,2,"82,1","50,4","1,3","1,3","10,8","74,3",4,16573,8,21,9,"17,36",909,"79,42","7,6","24,14","23,51","2,65",,
3152501,Pouso Alegre,Sul/Sudoeste de Minas,7691,4284,3442,"16,53",Sim,Sim,1,"76,6","54,6","4,1","3,9",40,"89,4",14,145535,8,19,7,"3,53",45618,"709,28","6,24","14,43","31,25","39,07",100,100
3152600,Pouso Alto,Sul/Sudoeste de Minas,634,214,249,"22,99",N?o,Sim,1,"65,4","45,8",1,"1,1","13,3","60,3",5,6210,8,21,9,"5,03",1501,"403,09","9,18",0,0,"31,9",,
3152709,Prados,Campo das Vertentes,533,223,215,"12,8",N?o,Sim,1,"74,1",53,"0,3","0,3","4,9","65,8",4,8972,8,21,9,"3,75",1457,"198,84","8,36",0,0,"10,76",,
3152808,Prata,Triangulo Mineiro/Alto Paranaiba,1811,673,525,"25,57",N?o,Sim,1,"83,6","49,2","0,6","0,6","16,2","62,8",1,27637,8,20,9,"2,64",6426,"406,07","6,4","7,24","27,93","13,23",,
3152907,Prat?polis,Sul/Sudoeste de Minas,909,466,385,"20,54",N?o,Sim,1,"59,8","45,1",1,1,"18,6","58,8",13,8910,8,21,9,"5,31",1048,"183,94","9,43",0,0,"7,54",,
3153004,Pratinha,Triangulo Mineiro/Alto Paranaiba,333,262,228,"20,63",N?o,Sim,1,"68,6",75,2,2,"33,5","88,2",5,3543,8,20,10,"8,8",458,"212,65","5,36",0,0,"3,87",,100
3153103,Presidente Bernardes,Zona da Mata,981,756,734,"11,06",N?o,Sim,1,82,"49,8","0,9",1,"12,8","68,1",2,5578,7,22,9,"17,82",424,"106,07","9,68","35,86","70,89","3,84",,
3153202,Presidente Juscelino,Central Mineira,608,381,311,"37,78",N?o,Sim,1,"83,1","61,8","0,9",1,"33,1","72,2",4,3851,7,22,10,"15,73",469,"161,61","5,19",0,0,"2,03",,
3153301,Presidente Kubitschek,Jequitinhonha,397,143,161,"16,35",N?o,Sim,1,100,"84,5","1,7","1,8","60,4",100,3,3059,8,19,11,"8,16",259,"102,07","6,54","32,69","139,18","2,42",98,100
3153400,Presidente Oleg?rio,Noroeste de Minas,2733,1646,1387,"20,62",Sim,Sim,1,"71,7","54,7","3,6","3,7","25,3","65,6",13,19536,8,21,9,"10,65",3275,"298,38","6,6","15,36","19,91","4,63",,
3153509,Alto Jequitib?,Zona da Mata,1366,1062,914,"16,59",N?o,Sim,1,"79,5","57,2","2,8","2,8","2,5","75,6",2,8525,8,21,9,"16,57",700,"121,57","8,56","11,73","45,38","3,61",,
3153608,Prudente de Morais,Metropolitana de Belo Horizonte,1335,696,646,"9,23",N?o,Sim,1,"86,7","62,2","1,7","1,9","26,9","82,4",5,10485,8,21,9,"10,57",1119,"164,16","7,53","19,07","73,8","14,75",,100
3153707,Quartel Geral,Central Mineira,419,287,248,"15,6",N?o,,,"74,8","61,7","2,6","2,6","43,7","69,5",3,3537,8,21,10,"10,68",380,"140,66","4,81",0,0,"9,16",,
3153806,Queluzito,Metropolitana de Belo Horizonte,154,76,71,"5,68",N?o,Sim,1,"54,1","41,7","3,5","3,4","3,3","62,5",2,1953,7,20,11,"5,65",257,"184,01","7,17",0,0,"4,05",,100
3153905,Raposos,Metropolitana de Belo Horizonte,930,389,320,"2,6",Sim,Sim,1,"56,7","42,2","1,9","1,9",30,"68,1",3,16312,8,21,9,"2,82",722,"69,53","5,58",0,0,"27,07",,
3154002,Raul Soares,Zona da Mata,3354,2179,2099,"31,66",N?o,Sim,1,73,"50,8","3,3","3,2","15,8","69,8",3,24381,8,20,9,"13,62",2390,"150,56","7,55","16,41",0,"5,48",,100
3154101,Recreio,Zona da Mata,1719,1364,1074,"30,04",N?o,Sim,1,"57,7","32,8","0,7","0,8",19,"47,2",1,10682,8,21,9,"19,31",573,"61,9","9,64","18,72",0,"5,84",,100
3154150,Reduto,Zona da Mata,905,632,538,"8,73",N?o,Sim,1,"83,5","51,5","2,4","2,3","31,6","72,4",5,7071,8,21,9,"10,74",783,"145,26","4,81","28,28",0,"4,79",,
3154200,Resende Costa,Campo das Vertentes,893,334,259,"16,63",Sim,Sim,1,67,"44,5","0,5","0,5","2,7","65,3",5,11525,8,21,9,"2,87",1197,"144,25","8,94",0,0,"7,45",,100
3154309,Resplendor,Vale do Rio Doce,2598,1329,1354,"34,2",N?o,Sim,1,"66,3","40,6","1,3","1,2","11,7",62,7,17695,8,21,9,"10,15",2071,"175,18","9,21","11,3","22,02","10,69",100,100
3154408,Ressaquinha,Campo das Vertentes,812,542,431,"14,83",Sim,Sim,1,"71,7","63,6",0,0,"20,6","82,4",3,4848,8,20,10,"14,63",542,"171,1","9,69",0,0,"7,65",,
3154457,Riachinho,Norte de Minas,1563,1234,1182,"30,11",N?o,Sim,1,"70,3","53,3",1,"1,1","18,1","62,3",5,8283,8,22,9,"21,82",442,"83,86","4,47","24,15",0,"0,91",,
3154507,Riacho dos Machados,Norte de Minas,2133,1669,1374,"18,59",N?o,Sim,1,"84,5","57,3","0,6","0,7",16,"72,4",4,9665,8,21,9,"23,64",1364,"426,18","5,38","10,35",0,"6,45",,
3154606,Ribeir?o das Neves,Metropolitana de Belo Horizonte,28225,14860,13179,"9,61",Sim,Sim,3,85,"59,6","3,7","3,7","15,4","84,1",2,325846,8,20,6,"5,46",27235,"149,44","4,82","46,34","92,98","18,61","81,5",
3154705,Ribeir?o Vermelho,Campo das Vertentes,368,240,175,"11,28",N?o,Sim,1,"59,1","47,1","1,5","1,6",42,"61,5",2,4042,8,20,10,"8,46",763,"360,97","7,92",0,0,"18,83",,
3154804,Rio Acima,Metropolitana de Belo Horizonte,1089,438,398,"4,9",N?o,Sim,1,"65,9","35,7","3,2","2,5","28,7",86,5,10026,8,21,9,"5,44",1294,"256,24","6,08","19,95",0,"21,5",,100
3154903,Rio Casca,Zona da Mata,2197,1223,1230,"34,76",N?o,Sim,1,"70,6",43,"2,4","2,1","39,1","64,6",2,14187,8,21,9,"12,88",2142,"194,63","8,18","21,15","82,45","9,42",,
3155009,Rio Doce,Zona da Mata,286,165,188,"8,07",Sim,Sim,1,"60,6","58,3",0,0,"36,6","82,8",4,2611,7,19,11,"10,22",278,"152,3","5,74",0,0,"12,06",100,100
3155108,Rio do Prado,Jequitinhonha,1180,954,777,"26,84",N?o,Sim,1,"77,8","50,7","0,5","0,5","10,8","74,2",5,5309,8,22,9,"29,8",394,"93,74","5,27",0,0,"1,54",,
3155207,Rio Espera,Zona da Mata,806,613,610,"10,13",N?o,Sim,1,"63,6","62,2","0,4","0,4","5,8",68,5,5876,7,21,9,"17,25",289,"54,95","10,55",0,0,"1,62",,100
3155306,Rio Manso,Metropolitana de Belo Horizonte,509,318,281,"9,48",N?o,Sim,1,"59,2","43,2","1,6","1,4","3,4","62,6",3,5730,8,21,9,"6,63",474,"120,99","4,71","17,45","68,9","4,35",,100
3155405,Rio Novo,Zona da Mata,845,461,487,"27,18",N?o,Sim,2,"60,9","32,8",1,"1,1","22,6","58,7",8,9067,8,21,9,"10,03",1122,"156,84","5,4","11,03",0,"9,42",,100
3155504,Rio Parana?ba,Triangulo Mineiro/Alto Paranaiba,1291,723,596,"13,57",N?o,Sim,1,"74,8","45,8","0,9","0,7","30,2","57,9",10,12431,8,21,9,"6,78",5048,"722,03","5,15","32,18","31,29","6,56",60,
3155603,Rio Pardo de Minas,Norte de Minas,5752,4439,3961,"29,62",N?o,Sim,1,"81,4","68,7","0,9","0,9","16,1","81,6",7,30878,8,21,9,"22,54",1967,"92,34","5,25","3,24","12,51","0,86",,
3155702,Rio Piracicaba,Metropolitana de Belo Horizonte,1706,1179,1097,"21,55",N?o,Sim,1,"73,1","54,5","3,4","3,3","21,2","72,3",3,14613,8,21,9,"12,06",1641,"180,38","6,43",0,0,"22,42",,
3155801,Rio Pomba,Zona da Mata,1889,1003,781,"31,83",N?o,Sim,1,"57,5","74,3","2,6","2,6","19,8","98,3",8,18001,8,21,9,"6,21",3304,"431,6","8,06",0,0,"16,87",,100
3155900,Rio Preto,Zona da Mata,751,518,454,"38,27",N?o,Sim,1,"49,2","31,2","2,7","2,2","2,4",71,2,5531,8,21,9,"14,77",610,"131,97","7,59","18,08","71,37","6,91",,100
3156007,Rio Vermelho,Metropolitana de Belo Horizonte,1923,1333,1377,"18,81",N?o,Sim,1,81,"52,6",3,"2,9","17,8","91,5",5,13523,8,21,9,"16,29",727,"69,31","6,88","7,39",0,"1,59",,100
3156106,Rit?polis,Campo das Vertentes,776,459,406,"19,04",N?o,,,"63,3","50,5","1,5","1,4","2,4","66,6",2,4862,8,21,10,"12,66",592,"175,82","10,9",0,0,"5,16",,
3156205,Rochedo de Minas,Zona da Mata,291,242,148,"13,06",N?o,Sim,1,"79,7","39,2",0,0,"35,7","76,9",3,2278,7,20,11,"12,31",390,"224,87","4,83",0,0,"12,77",,100
