codmun,reeleito,sexo,idade,escolaridade,partido
210407,Não,Masculino,45,Ensino fundamental completo,PPS
210408,Não,Masculino,42,Ensino médio completo,PMDB
210409,Não,Masculino,40,Ensino superior completo,PMDB
210410,Não,Masculino,64,Ensino superior incompleto,PR
210420,Não,Masculino,48,Pós-graduação,PT
210430,Não,Masculino,36,Ensino superior completo,PTB
210440,Não,Masculino,43,Ensino superior incompleto,PC do B
210450,Não,Masculino,33,Ensino superior completo,PT do B
210455,Não,Masculino,48,Ensino médio completo,PRB
210460,Não,Feminino,67,Pós-graduação,PMDB
210462,Não,Masculino,42,Pós-graduação,PRB
210465,Sim,Feminino,49,Ensino fundamental completo,PRTB
210467,Não,Masculino,27,Ensino superior incompleto,PV
210470,Não,Masculino,43,Ensino médio completo,PDT
210480,Não,Masculino,43,Ensino superior completo,PT
210490,Não,Feminino,61,Pós-graduação,PMDB
210500,Não,Masculino,59,Ensino superior completo,PMN
210510,Não,Masculino,36,Ensino superior completo,DEM
210515,Não,Masculino,56,Ensino fundamental completo,PRB
210520,Não,Masculino,24,Ensino superior incompleto,PC do B
210530,Sim,Masculino,64,Ensino superior completo,PSDB
210535,Não,Masculino,43,Ensino superior completo,PSDB
210540,Não,Feminino,32,Pós-graduação,PPS
210542,Sim,Feminino,54,Ensino superior completo,PDT
210545,Não,Feminino,46,Pós-graduação,PMDB
210547,Não,Masculino,27,Ensino médio completo,PV
210550,Não,Masculino,47,Pós-graduação,PSDB
210560,Não,Masculino,43,Pós-graduação,PR
210565,Não,Masculino,46,Ensino médio completo,PR
210570,Sim,Feminino,50,Ensino superior completo,DEM
210580,Não,Masculino,61,Ensino superior completo,PT
210590,Sim,Masculino,58,Ensino médio completo,PP
210592,Não,Masculino,48,Ensino médio completo,PMDB
210594,Sim,Masculino,54,Ensino médio incompleto,PV
210596,Sim,Masculino,39,Ensino superior completo,PT
210598,Não,Masculino,36,Ensino superior completo,PC do B
210600,Não,Masculino,51,Ensino médio completo,PR
210610,Sim,Masculino,32,Ensino superior completo,PRB
210620,Sim,Masculino,61,Ensino médio completo,PMDB
210630,Sim,Masculino,56,Ensino médio completo,PMDB
210632,Não,Masculino,42,Ensino médio completo,PRB
210635,Sim,Masculino,45,Ensino médio incompleto,PMN
210637,Não,Masculino,46,Ensino médio completo,PR
210640,Sim,Feminino,40,Ensino médio incompleto,PMDB
210650,Não,Masculino,34,Ensino superior incompleto,DEM
210660,Sim,Feminino,51,Ensino superior completo,PSB
210663,Sim,Masculino,55,Ensino médio completo,DEM
210667,Sim,Masculino,45,Ensino médio incompleto,PR
210670,Sim,Masculino,46,Ensino superior completo,PPS
210675,Sim,Masculino,55,Ensino superior completo,PT
210680,Não,Masculino,54,Ensino superior completo,PMDB
210690,Não,Masculino,51,Ensino médio completo,DEM
210700,Sim,Masculino,36,Ensino superior completo,PV
210710,Sim,Feminino,46,Ensino superior completo,PDT
210720,Não,Masculino,51,Ensino médio completo,PRB
210725,Não,Masculino,33,Ensino superior completo,PRB
210730,Não,Masculino,50,Ensino médio completo,PMDB
210735,Sim,Masculino,39,Ensino superior completo,PSC
210740,Não,Masculino,32,Ensino superior completo,DEM
210745,Não,Masculino,42,Ensino superior completo,PR
210750,Não,Masculino,59,Ensino superior completo,PR
210760,Não,Masculino,26,Ensino superior completo,PT
210770,Não,Feminino,57,Ensino médio completo,PV
210780,Não,Masculino,Ignorada,Pós-graduação,PSB
210790,Sim,Masculino,42,Ensino superior completo,PTB
210800,Não,Feminino,43,Ensino superior completo,PV
210805,Sim,Masculino,39,Ensino superior completo,PRB
210810,Sim,Masculino,52,Ensino superior completo,PV
210820,Não,Masculino,49,Ensino médio completo,PRB
210825,Sim,Masculino,32,Ensino superior completo,PTC
210830,Não,Masculino,41,Ensino superior completo,PDT
210840,Não,Masculino,58,Pós-graduação,PT
210845,Não,Masculino,56,Ensino superior completo,PMDB
210850,Não,Masculino,57,Pós-graduação,PR
210860,Não,Masculino,56,Ensino superior completo,PMDB
210870,Não,Masculino,45,Ensino superior completo,PRB
210880,Não,Masculino,42,Ensino superior completo,PSB
210890,Não,Masculino,43,Ensino médio completo,PRB
210900,Não,Masculino,55,Ensino médio completo,PDT
210905,Não,Feminino,52,Pós-graduação,PHS
210910,Não,Masculino,56,Ensino superior completo,PV
210920,Não,Masculino,56,Ensino médio completo,PMN
210923,Não,Feminino,34,Pós-graduação,PTB
210927,Sim,Masculino,73,Ensino superior completo,PMDB
210930,Não,Feminino,34,Ensino superior completo,PV
210940,Sim,Masculino,41,Pós-graduação,PMDB
210945,Não,Masculino,50,Ensino médio completo,PRTB
210950,Não,Masculino,61,Pós-graduação,PT do B
210955,Não,Masculino,60,Ensino fundamental completo,PSB
210960,Não,Feminino,Ignorada,Ensino superior completo,PMDB
210970,Não,Masculino,58,Ensino superior completo,PRTB
210975,Sim,Masculino,57,Ensino superior incompleto,PR
210980,Não,Masculino,50,Ensino superior completo,PPS
210990,Não,Masculino,59,Ensino superior completo,PSB
211000,Não,Masculino,45,Ensino fundamental completo,PRB
211003,Não,Feminino,42,Ensino superior completo,PSD
211010,Não,Masculino,74,Ensino superior completo,PR
211020,Não,Masculino,41,Ensino médio completo,PRB
211023,Não,Feminino,46,Pós-graduação,DEM
211027,Não,Feminino,39,Ensino superior completo,PP
211030,Sim,Masculino,38,Ensino superior incompleto,PSD
211040,Não,Masculino,28,Ensino superior completo,PMDB
211050,Não,Masculino,46,Ensino superior completo,PSDB
211060,Não,Masculino,41,Ensino superior completo,PV
211065,Não,Masculino,47,Ensino médio completo,PMDB
211070,Sim,Masculino,50,Ensino superior incompleto,PP
211080,Não,Masculino,61,Ensino médio completo,PRB
211085,Não,Masculino,40,Ensino médio completo,PSDB
211090,Não,Masculino,41,Ensino superior completo,PDT
211100,Não,Masculino,50,Ensino superior completo,PP
211102,Não,Masculino,26,Ensino superior completo,PRP
211105,Não,Masculino,47,Ensino médio completo,PRB
211107,Sim,Feminino,41,Ensino superior completo,PSD
211110,Não,Masculino,35,Ensino superior completo,PMDB
211120,Sim,Masculino,34,Ensino superior completo,PMDB
211125,Não,Masculino,47,Ensino médio incompleto,PSB
211130,Não,Masculino,35,Ensino superior completo,PTC
211140,Sim,Masculino,64,Ensino superior completo,PMDB
211150,Não,Masculino,48,Ensino superior completo,PSB
211153,Sim,Masculino,47,Ensino fundamental incompleto,PMDB
211157,Sim,Feminino,44,Ensino superior incompleto,PSDB
211160,Sim,Masculino,44,Ensino superior completo,PMDB
211163,Não,Feminino,35,Pós-graduação,PT
211167,Sim,Masculino,43,Ensino superior completo,PTB
211170,Não,Feminino,66,Ensino fundamental completo,PTB
211172,Não,Feminino,41,Ensino superior incompleto,PV
211174,Não,Masculino,50,Ensino fundamental completo,PMDB
211176,Não,Masculino,54,Ensino superior completo,PV
211178,Não,Feminino,48,Ensino superior completo,PMDB
211180,Não,Masculino,49,Ensino médio completo,PTB
211190,Não,Masculino,39,Ensino fundamental completo,PPS
211195,Não,Feminino,33,Ensino superior completo,PRB
211200,Sim,Masculino,53,Ensino médio completo,PV
211210,Não,Masculino,30,Ensino superior incompleto,PMDB
211220,Não,Masculino,32,Ensino superior incompleto,PSB
211223,Não,Masculino,38,Ensino superior incompleto,PMDB
211227,Não,Masculino,49,Pós-graduação,PPS
211230,Não,Masculino,58,Ensino superior completo,PSB
211240,Não,Masculino,58,Ensino superior completo,PV
211245,Não,Masculino,44,Ensino médio incompleto,PT do B
211250,Sim,Masculino,67,Ensino médio completo,PSD
211260,Não,Feminino,44,Ensino superior completo,PT
211270,Não,Masculino,54,Ensino superior completo,PMDB
211280,Não,Masculino,72,Ensino superior completo,DEM
211285,Não,Feminino,33,Ensino superior completo,PSDB
211290,Sim,Feminino,55,Ensino superior completo,PV
211300,Não,Masculino,62,Ensino médio completo,PT do B
211400,Não,Masculino,60,Pós-graduação,PTB
220005,Não,Masculino,36,Ensino fundamental completo,PSD
220010,Não,Masculino,42,Ensino superior completo,PSD
220020,Não,Masculino,53,Pós-graduação,PSB
220025,Não,Masculino,56,Ensino superior completo,PSB
220027,Não,Masculino,36,Ensino médio completo,PTB
220030,Sim,Masculino,33,Ensino médio completo,PTB
220040,Não,Feminino,40,Ensino superior completo,PPS
220045,Não,Masculino,54,Ensino médio completo,PMDB
220050,Sim,Masculino,42,Ensino médio completo,PSD
220060,Não,Feminino,67,Pós-graduação,PR
220070,Não,Masculino,25,Ensino superior completo,PDT
220080,Não,Masculino,59,Ensino superior completo,PSB
220090,Não,Masculino,46,Pós-graduação,PTB
220095,Não,Masculino,32,Ensino superior completo,PTB
220100,Não,Masculino,47,Ensino superior incompleto,PSD
220105,Sim,Masculino,45,Ensino fundamental completo,PMDB
220110,Não,Masculino,60,Ensino superior completo,PP
220115,Não,Masculino,53,Ensino superior completo,PSB
220117,Não,Masculino,35,Ensino médio completo,PSB
220120,Não,Masculino,45,Ensino médio incompleto,PSD
220130,Sim,Masculino,46,Ensino superior completo,PMDB
220140,Não,Masculino,69,Ensino médio completo,PTB
220150,Não,Feminino,69,Ensino superior completo,PSDB
220155,Sim,Masculino,35,Ensino médio completo,PTB
220157,Não,Feminino,21,Ensino superior incompleto,PSB
220160,Sim,Masculino,55,Pós-graduação,PSDB
220170,Não,Masculino,27,Ensino superior completo,PT
220173,Sim,Masculino,40,Ensino médio incompleto,PDT
220177,Não,Masculino,44,Ensino médio completo,PPS
220180,Não,Masculino,69,Pós-graduação,PTB
220190,Não,Masculino,51,Ensino superior completo,PSDB
220191,Não,Masculino,36,Ensino superior completo,PSDC
220192,Sim,Masculino,55,Pós-graduação,PTB
220194,Não,Masculino,42,Ensino fundamental incompleto,PT
220196,Não,Feminino,40,Ensino médio completo,PSD
220198,Não,Feminino,30,Ensino superior completo,PTB
220200,Não,Masculino,53,Pós-graduação,PR
220202,Não,Masculino,56,Ensino médio completo,PSD
220205,Não,Masculino,49,Ensino superior completo,PP
220207,Não,Masculino,45,Ensino superior completo,PC do B
220208,Não,Feminino,44,Pós-graduação,PSB
220209,Não,Masculino,35,Ensino superior completo,PSB
220210,Não,Masculino,49,Ensino superior completo,PTB
220211,Não,Masculino,46,Ensino fundamental incompleto,PSB
220213,Não,Masculino,46,Pós-graduação,PP
220217,Não,Masculino,36,Ensino médio completo,PMDB
220220,Sim,Masculino,42,Ensino médio completo,PT
220225,Não,Feminino,51,Pós-graduação,PSB
220230,Não,Masculino,40,Ensino superior completo,DEM
220240,Sim,Masculino,43,Ensino superior completo,PSD
220245,Não,Masculino,46,Pós-graduação,PTB
220250,Sim,Masculino,49,Pós-graduação,PT
220253,Sim,Masculino,49,Ensino médio completo,PSDB
220255,Sim,Masculino,48,Ensino superior completo,PTB
220260,Não,Masculino,63,Ensino superior completo,PSD
220265,Não,Feminino,54,Ensino fundamental incompleto,PT
220270,Não,Masculino,35,Ensino superior completo,PSDB
220271,Não,Feminino,39,Pós-graduação,PP
220272,Sim,Masculino,43,Ensino superior completo,PSB
220273,Sim,Feminino,44,Ensino médio completo,PSB
220275,Não,Feminino,42,Pós-graduação,PMDB
220277,Não,Masculino,52,Ensino médio incompleto,PT
220280,Sim,Masculino,39,Ensino superior completo,PTB
220285,Não,Masculino,49,Ensino superior incompleto,PSB
220290,Não,Masculino,73,Pós-graduação,PTB
220300,Sim,Masculino,31,Ensino superior completo,PTB
220310,Não,Masculino,46,Ensino fundamental incompleto,PSD
220320,Sim,Masculino,38,Ensino superior completo,PMDB
220323,Não,Feminino,32,Ensino médio completo,PSDB
220325,Não,Masculino,40,Ensino médio completo,PTB
220327,Não,Masculino,39,Ensino superior incompleto,PP
220330,Não,Masculino,41,Ensino superior completo,PMDB
220335,Não,Masculino,41,Ensino fundamental completo,PR
220340,Não,Masculino,34,Ensino médio completo,PSB
220342,Não,Masculino,31,Ensino superior incompleto,PTB
220345,Não,Masculino,36,Pós-graduação,PSDB
220350,Não,Masculino,50,Ensino superior completo,PTB
220360,Não,Masculino,40,Ensino superior completo,DEM
220370,Não,Masculino,34,Ensino médio incompleto,PSDB
220375,Não,Masculino,61,Ensino médio completo,PSB
220380,Não,Masculino,42,Ensino fundamental completo,PMDB
220385,Não,Masculino,48,Ensino superior completo,PTB
220390,Não,Masculino,52,Pós-graduação,PSB
220400,Sim,Masculino,64,Pós-graduação,PSD
220410,Não,Masculino,34,Ensino superior incompleto,PDT
220415,Sim,Masculino,39,Ensino médio completo,PSB
220420,Sim,Masculino,47,Ensino médio completo,PTB
220430,Sim,Masculino,49,Ensino fundamental completo,PPS
220435,Não,Masculino,23,Ensino superior incompleto,PSD
220440,Sim,Masculino,47,Ensino médio completo,PSDB
220450,Sim,Masculino,41,Ensino superior completo,PDT
220455,Não,Masculino,31,Ensino médio completo,PTB
220460,Não,Masculino,32,Ensino superior completo,PRB
220465,Não,Masculino,65,Ensino superior completo,PMDB
220470,Sim,Masculino,52,Pós-graduação,PMDB
220480,Não,Masculino,66,Pós-graduação,PSDB
220490,Não,Masculino,44,Ensino médio completo,PTB
220500,Não,Masculino,39,Pós-graduação,PDT
220510,Não,Masculino,71,Ensino fundamental incompleto,PTB
220515,Não,Feminino,37,Pós-graduação,PMDB
220520,Não,Feminino,52,Ensino superior completo,PRP
220525,Não,Masculino,37,Ensino médio completo,PSB
220527,Não,Masculino,56,Ensino fundamental completo,PSD
220530,Não,Masculino,49,Ensino superior completo,PSDC
220535,Não,Masculino,32,Ensino superior incompleto,PV
220540,Não,Feminino,44,Ensino superior completo,PT
220545,Sim,Masculino,44,Ensino médio completo,PTB
220550,Não,Masculino,48,Ensino médio completo,PSDC
220551,Não,Masculino,48,Ensino médio completo,PC do B
220552,Não,Masculino,54,Ensino superior completo,PSB
220553,Sim,Masculino,48,Ensino médio completo,PT
220554,Não,Masculino,38,Ensino superior incompleto,PTB
220555,Não,Masculino,39,Ensino fundamental completo,PTB
220556,Não,Feminino,41,Pós-graduação,PSB
220557,Não,Masculino,34,Ensino superior incompleto,PSB
220558,Não,Masculino,42,Ensino superior incompleto,PMDB
220559,Sim,Masculino,49,Ensino fundamental completo,PT
220560,Não,Masculino,41,Pós-graduação,PSB
220570,Não,Feminino,42,Pós-graduação,PP
220580,Não,Feminino,49,Ensino superior incompleto,PTB
220585,Não,Masculino,38,Ensino médio completo,PP
220590,Não,Masculino,56,Ensino superior completo,PSB
220595,Não,Masculino,54,Ensino superior completo,PT
220600,Sim,Masculino,Ignorada,Ensino fundamental completo,PSDB
220605,Não,Masculino,39,Ensino superior completo,PP
220610,Não,Masculino,69,Ensino médio completo,PMDB
220620,Não,Feminino,54,Pós-graduação,PSD
220630,Não,Masculino,41,Ensino superior completo,PSB
220635,Não,Feminino,54,Ensino superior completo,PSB
220640,Não,Masculino,60,Ensino superior incompleto,PSB
220650,Sim,Masculino,58,Ensino médio completo,PSB
220660,Não,Masculino,46,Ensino médio completo,PSB
220665,Não,Masculino,42,Ensino médio completo,PSDB
220667,Não,Feminino,70,Ensino superior completo,PMDB
220669,Não,Masculino,29,Ensino superior completo,PPS
220670,Não,Masculino,41,Ensino superior completo,PC do B
220672,Sim,Masculino,59,Ensino superior completo,PTB
220675,Sim,Masculino,37,Pós-graduação,PC do B
220680,Sim,Feminino,51,Ensino médio completo,PSD
220690,Sim,Masculino,31,Pós-graduação,PSDB
220695,Não,Masculino,34,Ensino superior completo,PTB
220700,Não,Masculino,30,Ensino superior completo,PSB
220710,Sim,Masculino,49,Pós-graduação,PSB
220720,Não,Masculino,42,Ensino médio completo,PMDB
220730,Sim,Masculino,47,Ensino médio completo,PRB
220735,Não,Masculino,57,Ensino fundamental incompleto,PMDB
220740,Não,Masculino,75,Ensino médio completo,PRB
220750,Não,Masculino,55,Pós-graduação,PTB
220755,Sim,Masculino,38,Ensino superior completo,PMDB
220760,Não,Feminino,22,Ensino médio completo,PSD
220770,Não,Masculino,43,Ensino superior completo,PT
220775,Não,Masculino,32,Ensino superior completo,PTB
220777,Não,Masculino,45,Pós-graduação,PSB
220779,Sim,Masculino,57,Ensino médio completo,PRB
220780,Não,Masculino,55,Ensino fundamental completo,PTC
220785,Sim,Masculino,50,Ensino médio completo,PC do B
220790,Não,Feminino,44,Ensino superior completo,PT
220793,Não,Masculino,34,Ensino superior completo,PTB
220795,Não,Masculino,41,Ensino superior completo,PDT
220800,Não,Masculino,59,Pós-graduação,PMDB
220810,Não,Masculino,47,Ensino superior completo,PTB
220820,Não,Feminino,51,Ensino superior completo,PSB
220830,Não,Masculino,55,Pós-graduação,PSDB
220840,Não,Masculino,56,Pós-graduação,PSB
220850,Não,Masculino,37,Ensino superior completo,PSDB
220855,Não,Masculino,55,Ensino médio completo,PSB
220860,Não,Masculino,37,Ensino fundamental completo,PTB
220865,Sim,Masculino,49,Ensino médio completo,PSB
220870,Não,Masculino,33,Ensino médio completo,PSB
220880,Sim,Masculino,53,Ensino médio completo,PTB
220885,Não,Masculino,43,Ensino superior completo,PSB
220887,Sim,Feminino,47,Ensino fundamental completo,PPS
220890,Sim,Masculino,53,Ensino superior completo,PSB
220900,Não,Masculino,53,Ensino superior completo,PSB
220910,Sim,Feminino,27,Pós-graduação,PSB
220915,Sim,Masculino,55,Ensino fundamental completo,PDT
220920,Sim,Masculino,60,Ensino fundamental completo,PTB
220930,Não,Masculino,49,Pós-graduação,PSB
220935,Não,Masculino,34,Pós-graduação,PMDB
220937,Não,Masculino,48,Ensino superior completo,PPS
220940,Sim,Masculino,58,Ensino médio completo,PSB
220945,Não,Masculino,36,Ensino superior completo,PTB
220950,Não,Masculino,41,Pós-graduação,PSB
220955,Sim,Masculino,32,Ensino fundamental completo,PSB
220960,Não,Masculino,41,Ensino médio completo,PSD
220965,Sim,Masculino,32,Ensino superior completo,PMDB
